name,country,city,location,exh,exhSeoId
Life Cycle Engineering,USA,"North Charleston, SC",Hall 14 / A62,glasstec2026.3076093,PwyMPTCbTl2P7pKgFj4c1g
"Lihyann Industrial Co., Ltd.",Taiwan,Taichung,Hall 11 / D88-3,glasstec2026.3076452,GjisC2L4RAGzkrJ7E45ZWQ
LINCO BAXO INDUSTRIE REFRATTARI SPA,Italy,Milano,Hall 13 / F34,glasstec2026.3055087,gZ80iadNQRaDGb9ctHvLGg
LINK COMPANY LIMITED,"Hong Kong, China SAR",Hong Kong,Hall 10 / J82,glasstec2026.3054066,lGWvXadsStG9G1npwLCsAw
"LINYI All-Need Machinery Co.,Ltd",China,"Linyi, Shandong",Hall 17 / A12-5,glasstec2026.3078180,IphXIbQ7TJWNFT5lMVXLaA
LISEC Holding GmbH,Austria,Seitenstetten,Hall 17 / A63..A64,glasstec2026.3063258,2TV8IwoxTB6VAjZcOeqv7A
LITESENTRY LLC,USA,"Burnsville, MN",Hall 14 / E42,glasstec2026.3083025,hCgSwVtkTgmyKFT1VgzUyA
Liva Cam Makine San. ve Tic. Ltd. Şti,Türkiye,Kocaeli̇,Hall 17 / A03,glasstec2026.3064892,RvrzNFgQRy6jdQsLWDIp1Q
Livicon Co. Ltd.,"Korea, Republic","Chungju si, Chungcheongbuk do",Hall 11 / B18,glasstec2026.3075293,PRTq6IAyRC2eEwFmSvcxlw
Lizmontagens Thermal Technologies SA,Portugal,Lisboa,Hall 13 / E87,glasstec2026.3050188,XJBxV4TaTReFqMoVVvzg7g
LLP Stark Alpha,Kazakhstan,Almaty,Hall 17 / C27,glasstec2026.3052956,sqlJRiGfRVq0wtHfCEQpEQ
LOGO-FLEX Klebetechnik GmbH,Germany,Remscheid,Hall 10 / B68,glasstec2026.3058573,znZJfRFMQaaF9OwXGplQDw
"Loire Hardware Co., Ltd.",China,"Foshan, Guangdong",Hall 10 / K48,glasstec2026.3055780,saQ69Da3Rgi4iD5GQRBr0A
Lombarda Macchine S.R.L.,Italy,Castano Primo,Hall 17 / D04,glasstec2026.3055459,RnnrpoRrQTW4KUrzeegmUA
LOXEAL S.r.l.,Italy,Cesano Maderno (MI),Hall 10 / C59,glasstec2026.3055593,fe0gBzTVTFmN0736akiwlw
LUBEN GLASS S.r.l.,Italy,Offanengo (CR),Hall 13 / C05,glasstec2026.3059258,p5R8WJGdSiWuJGW9FNfdrg
Lumeso FlexCo,Austria,Linz,Hall 11 / E24,glasstec2026.3064070,Z2VVBBgVQDuMzSRchgVZRQ
"Luoyang Dayang High-performance Material Co., Ltd.",China,"Luoyang, Henan",Hall 12 / C55,glasstec2026.3054302,TT3Gw04GS72swx2FMHwGEg
"LUOYANG DISAI MECHANICAL EQUIPMENT CO.,LTD",China,Luoyang,Hall 12 / A01,glasstec2026.3081976,8It6vmWpTaCqEAhesG2oqA
"Luoyang Easttec Intelligent Technology Co.,Ltd.",China,"Luoyang, Henan",Hall 12 / C12,glasstec2026.3052775,C0rnnKkYTRSyXp1H9QWwgw
"Luoyang Fuchong Machinery Co.,Ltd.",China,Luoyang,Hall 12 / A26,glasstec2026.3052753,FAUOCb61QQyEH613BNg9zw
"Luoyang Gangxin Glass Technology Co., Ltd.",China,"Luoyang, Henan",Hall 17 / B21,glasstec2026.3050170,mDDI8mbNQQm3iGoz52R36Q
"Luoyang Jingdi Machinery Equipment Co., Ltd.",China,Luoyang,Hall 12 / A38,glasstec2026.3064956,7jJXkCyiQq6mWJKhXOK3DQ
"Luoyang Jinjia Fireproof Glass Co., Ltd",China,"Luoyang, Henan",Hall 10 / G04-7,glasstec2026.3078656,IkvbEmkIS4OUzCqgx2ssFA
Luoyang Landglass Technology Co. Ltd.,China,Luoyang,Hall 12 / G56,glasstec2026.3055908,RTQ5IkeqTKGyDWyvGL6aqA
"LUOYANG LUCKY WIN GLASS CO.,LTD.",China,"Luoyang, Henan",Hall 10 / F10-2,glasstec2026.3078534,7WwDhdQ6TwyEMEgzfWEf9g
"Luoyang Mountain Intelligent Equipment Co., Ltd.",China,"Luoyang, Henan",Hall 10 / E24,glasstec2026.3055783,6fmNupv4SEyUY3JhU4l36Q
"Luoyang North Glass Technology Co., Ltd.",China,"Luoyang, Henan Province",Hall 11 / G27,glasstec2026.3082638,wQZ5kf3nTwuO7Ocb4WTNLA
"Luoyang North Glass Technology Co., Ltd.",China,"Luoyang, Henan Province",Hall 12 / A55,glasstec2026.3054301,EP2WxekeT3igATLgbHfuqg
"Luoyang Shencheng Intelligent Equipment Co., Ltd.",China,"Luoyang City, Henan Province",Hall 12 / E75-7,glasstec2026.3080163,d9qkyIkyQXGAmOHtrtrSEg
"Luoyang Yinjiang Glass Machinery & Tools Co., Ltd.",China,"Luoyang, Henan",Hall 12 / E75-4,glasstec2026.3078182,c2klAz2lReKvyRGEMwu9HA
Lüscher Technologies AG,Switzerland,Oftringen,Hall 12 / D63,glasstec2026.3050579,f7wkJUPvRnufRUlhcslafg
LWN Lufttechnik GmbH,Germany,Wilsdruff,Hall 13 / C43,glasstec2026.3072347,jqHZ3TqURuKw94na5zPaMA
M.L.I. Srl. Mole Lucidanti Italiane,Italy,S. Lazzaro di Savena (BO),Hall 15 / G64,glasstec2026.3058583,cbjaP67bTLaDQ4QzyS1ncg
"MAC GLASTECH&AUTOMATION CO.,LIMITED",China,Beijing,Hall 12 / C01,glasstec2026.3064477,EO4smXi6TSOcVcDh1EDZYQ
MADE SRL,Italy,Noventa di Piave,Hall 15 / E34,glasstec2026.3079933,0rBPEsU8QeyiUQoPpZAWJA
Maffeis Engineering SpA,Italy,Solagna,Hall 14 / G57,glasstec2026.3076101,5A2xmmhMQNO76XdFB7Kcpg
Magneco/Metrel U. K. Ltd.,United Kingdom of Great Britain and Northern Ireland,"Shildon, Co. Durham",Hall 13 / A82,glasstec2026.3050259,5LmZBPG5TMaDll3aXgLhFw
MAKO Srl,Italy,Fontevivo (PR),Hall 13 / B15,glasstec2026.3050256,ow7m9KNVQfq39pHGrfbOLQ
MAKO-IP Sp. z o.o.,Poland,Mstów,Hall 13 / D13,glasstec2026.3050654,QnWm4fJEQC2V7ueGG0B07g
Mappi International Srl,Italy,Cisterna di Latina (LT),Hall 16 / B25,glasstec2026.3063335,tHCZ193QQ5OWbC41BQI2qw
Marabu GmbH & Co. KG,Germany,Tamm,Hall 12 / D25,glasstec2026.3059240,5WgFiM9FR123bXb1kILPMg
Maria Völkel,Germany,Alpen,Hall 11 / A06,glasstec2026.3075624,xZv1KMHmTm2Y9nhjfIxM1w
Maroso S.R.L.,Italy,Pianezze (VI),Hall 15 / E18,glasstec2026.3050186,A9L9WJDRSJOuTV1v59aloQ
Marposs S.p.A.,Italy,Bentivoglio (BO),Hall 14 / F52,glasstec2026.3068858,DtjI1UIVRfy8lGt7KcnjsA
Marrose Abrasives Ltd.,United Kingdom of Great Britain and Northern Ireland,Keighley,Hall 15 / G44,glasstec2026.3050177,wRkV6p5bQAyX9j0jFJuwHw
Marval Srl,Italy,Villa Guardia (CO),Hall 12 / G76,glasstec2026.3079543,KBLxKGvEQj2e7tHrR36iEg
Maschinenbau SCHOLZ GmbH & Co. KG,Germany,Coesfeld,Hall 15 / G06,glasstec2026.3073260,kOx2ru6JTUGVTDCcVRSz8Q
Maschinenfabrik Gustav Eirich GmbH & Co KG,Germany,Hardheim,Hall 15 / E27,glasstec2026.3051198,TomCanTmTdihaGSMdhDQiw
Materion Advanced Materials Germany GmbH,Germany,Alzenau,Hall 12 / F12,glasstec2026.3070426,aNMPdCnARHekvs2E2vYH7A
"Mativ Holdings, Inc.",USA,"Alpharetta, GA",Hall 10 / H82,glasstec2026.3066283,YRwHwJiTQrO5i0Qu9Uf4AQ
Mazzaroppi Engineering SRL,Italy,Aprilia (LT),Hall 15 / E28..E29,glasstec2026.3062289,MU9ieLPQT8GYSMhjBKT7sw
McGill AirClean,USA,"Columbus, OH",Hall 14 / C11,glasstec2026.3064093,R4Dn43owQvOfAr94zmLlaA
MDI Advanced Processing GmbH,Germany,Mainz,Hall 11 / A68,glasstec2026.3062939,pMQyM8QDRlqTpqaEK7n6IQ
MECA GLASS GROUP SAS,France,Bouttencourt,Hall 13 / D05,glasstec2026.3055086,bMJ8Pq0ZS6SNDNXqDCCBVQ
Mectofly srl,Italy,Roteglia di Castellarano,Hall 16 / C13,glasstec2026.3080209,2qMrOu3ZRUCRrgRLJ79n0Q
Medenus Gas-Druckregeltechnik GmbH,Germany,Olpe,Hall 14 / E10,glasstec2026.3055691,7rkNcV5zQlqPNilvVyz76w
"Merkle International, Inc.",USA,"Galena, IL",Hall 13 / A02,glasstec2026.3053559,a7PAOQWOQru1jcDyQeSx6Q
MERSEN France Gennevilliers S.A.S.,France,Gennevilliers,Hall 13 / C76,glasstec2026.3063643,APSF072dT56pdzYjcflvvA
Messe Düsseldorf GmbH,Germany,Düsseldorf,Unsettled / NN,glasstec2026.3048803,SdTFJ5zeTlyetfTIrrDL7g
Messe Düsseldorf GmbH,Germany,Düsseldorf,Unsettled / NN,glasstec2026.3073563,xtk9NSLBROyZ38fuKKWPOA
Messe Düsseldorf GmbH,Germany,Düsseldorf,Hall 10 / A10,glasstec2026.3077799,qguX37sfTRyjbhKcyHrNRA
Messe Düsseldorf GmbH,Germany,Düsseldorf,Hall 16 / C06..D09,glasstec2026.3083562,cht3SPQZRyS7miu3bI4jTw
Messe Düsseldorf GmbH,Germany,Düsseldorf,Hall 11 / F13,glasstec2026.3062904,35oPwQr8T42l6B2KfOawSw
Messersi Packaging S.r.l.,Italy,Barbara (AN),Hall 13 / A59,glasstec2026.3050223,2mZWWz6ARDuWuXXNmAKkjA
METAL-KIMYA SAN. VE TIC. LTD. STI.,Türkiye,Istanbul,Hall 10 / H41,glasstec2026.3064136,eg1VJOsvSRyow61Mn7M5zg
Michael Behrens Studio Behrens,Germany,Alpen,Hall 11 / A06,glasstec2026.3083240,NvZaUROyTr6TJI9aq83Itg
MICHAELA MARIA MOELLER,Germany,Alpen,Hall 11 / A06,glasstec2026.3081403,D0CHg1QcQeKjJ9Bht2x0hw
Michaela Swade,Germany,Alpen,Hall 11 / A06,glasstec2026.3083241,5x3fYL3wTliK021ZR9XmCg
MICRO-EPSILON Messtechnik GmbH & Co. KG,Germany,Ortenburg,Hall 14 / B31,glasstec2026.3050040,AoM69iUHTYSAu1fLnAvVmg
microfab GmbH,Germany,Prutting,Hall 11 / H67,glasstec2026.3076664,gaJiKAHOQtmq9JkceVLf5g
Mistrello S.r.l.,Italy,Ponso (PD),Hall 16 / C41,glasstec2026.3063623,IqtB7BipTaSPDilyTokm6w
Modell- und Formenbau Ekkehart Krahl,Germany,Krauschwitz,Hall 13 / A37,glasstec2026.3063648,yiYChNqlQpmbnWr25UQjrA
Modico GmbH & Co KG,Germany,Kissing,Hall 12 / A15,glasstec2026.3073273,hjatj90iQL26GZFUTWdxAQ
MSK Verpackungs-Systeme GmbH,Germany,Kleve,Hall 13 / C30,glasstec2026.3050029,w7l2bYXTTW6xgL7hq2fmPA
MT Forni Industriali srl,Italy,Marcon (VE),Hall 13 / A13,glasstec2026.3050270,kH18nrsWTCeuaJF8ExysxQ
MU nv,Belgium,Heist op den Berg,Hall 14 / G44,glasstec2026.3052941,REw6I90qSmakcq8xYGqgxg
Mure et Peyrot SAS,France,Bordeaux Cedex,Hall 11 / C79,glasstec2026.3062943,4uJgP1StRO6X8kI530d1Vw
"Nanjing Baisheng Glass Technology Co.,LTD",China,"Nanjing, Jiangsu",Hall 11 / J57,glasstec2026.3054978,7dUBkXD7TmKmDUmYMNmF9A
National Glass Association (NGA),USA,"Vienna, VA",Hall 10 / H69,glasstec2026.3068117,NjLBuDeWQiugJMSF1Rqhmg
Neckmolde Lda.,Portugal,Ortigosa,Hall 13 / D15,glasstec2026.3076167,UTspLPFYS7WNId05PryMnQ
Nedex Kimya Sanayi ve Tic. A.S.,Türkiye,Istanbul,Hall 17 / B68,glasstec2026.3059245,iuxOkOERSYm7vQlk091AgA
Neptun S.r.l.,Italy,Rovello Porro,Hall 16 / B26,glasstec2026.3064215,HzIdqGnrT1SWWVCZ51qZiQ
Neutra Kunststoffbau GmbH,Germany,Petting,Hall 13 / A75,glasstec2026.3063644,lPlkoGbbRVCqcdpCamFA0w
"Nippon Electric Glass Co., Ltd. NEG",Japan,"Otsu, Shiga",Hall 14 / G19,glasstec2026.3062861,t6NcAezGQF6mF7WcQVAScA
"NIPPON MUKI CO., LTD.",Japan,Tokyo,Hall 10 / C54,glasstec2026.3077925,i6uZHJ3SQzu82h8U4lKDig
NIPPON SANSO HOLDINGS Corporation,Japan,Tokyo,Hall 13 / C10,glasstec2026.3064250,1cyGWtjrR1Oq0XJJ27umUw
NIROX s.r.l. Optical Measurement Sensors and Systems,Italy,Mazzano (BS),Hall 14 / A03,glasstec2026.3051375,Tc1sNN9zRoGVg9s0cQe2aA
NOGRID GmbH,Germany,Mainz,Hall 15 / F11,glasstec2026.3055085,adTMWGd2TgmbLrTe7V6Nhg
NOREN STAINLESS STEEL MANUFACTURE,China,"Taizhou City, Jiangsu",Hall 10 / F07,glasstec2026.3055002,gKSxkX2CR3e2h1ZI6rIWEg
NORTHERN GREEK THEOU IKE,Greece,Lagadas,Hall 15 / E31,glasstec2026.3063489,04meBJtvR9aLorqupCKjMg
NOSCO ASIA SDN BHD,Malaysia,Nusajaya,Hall 13 / B84,glasstec2026.3064600,wjOyZpbXSEmNN1zzPsqLig
Novacel S.A.S,France,Déville-Lès-Rouen,Hall 12 / E42,glasstec2026.3064127,GRtYobdgR52XnabUJA1pUA
NOVAXION SAS,France,St-Rémy-de-Provence,Hall 13 / C43,glasstec2026.3072358,aGbjr8CjTFy2ssbkqieekg
Novopac,Italy,Alessandria,Hall 13 / D80,glasstec2026.3075307,sJyAODdfTxqktqb00tFZEQ
Obeikan Glass Company OGC,Saudi Arabia,Riyadh,Hall 11 / C06,glasstec2026.3050582,Uw34v9JZQYOkRWoJzopJJQ
OCEAN MACHINE GMBH,Germany,Dortmund,Hall 10 / K14,glasstec2026.3076481,wkU4ek2bRxiqOwOdvrOCyQ
OCMI-OTG S.p.A.,Italy,Milano,Hall 13 / B12,glasstec2026.3050271,Vdqq8RkTQYedHkZ9ZM38nA
Ofenservice Hennrich Kühl und Dekoröfen,Germany,Solingen,Hall 14 / E47,glasstec2026.3059219,Dhvs2Bl0Sci4NJ4piFR2pQ
OFFICINA MECCANICA SESTESE S.p.A.,Italy,Paruzzaro (NO),Hall 13 / C65,glasstec2026.3050213,pjK6GIsOTVGKSfIEg5tQ2A
Officine Bellucci Srls,Italy,Stroncone (TR),Hall 16 / C32,glasstec2026.3058556,Kq3lWpvpSqi7yZAJVGcjSQ
OGIS GmbH,Germany,Düsseldorf,Hall 15 / E35,glasstec2026.3068860,NJA59ZlkSOCN7uIUfWl4Pg
OL.MI SRL Innovazioni tecnologiche,Italy,Castelnuovo Del Garda (Verona),Hall 10 / C60,glasstec2026.3069889,3QJ5jCDqQ4O86oUAE3PoIQ
Olivotto Glass Technologies S.p.A.,Italy,Avigliana (TO),Hall 13 / A43,glasstec2026.3059483,nNkFY8CnQSGtOGIWDPXPFA
Omco International N.V.,Belgium,Aalter,Hall 13 / D65,glasstec2026.3050252,oogSnPA0Tne3fFQKBPvhkQ
OmniDecor S.r.l,Italy,Mosciano Sant'Angelo (TE),Hall 11 / D24,glasstec2026.3052948,b0fABZk8T02NpjF0FchedA
OMSO S.p.A.,Italy,Reggio Emilia,Hall 12 / D15,glasstec2026.3055588,v56msubqTV2ZI4I1Hrnheg
Optima S.r.l.,Italy,San Giovanni in Persiceto (BO),Hall 16 / C39,glasstec2026.3062283,fm2VRsLbT0uc3UwONWyWLg
Optris GmbH & Co. KG,Germany,Berlin,Hall 14 / F10,glasstec2026.3068193,uiesI4PLRaOgVjYed0enxw
"Ori-Mould Technology (Suzhou) Co., Ltd.",China,"Changshu, Jiangsu",Hall 13 / F39,glasstec2026.3050216,FHxsXOmQQlWKyXzu9VykHw
Orion Laser Tech NV,Belgium,Bekkevoort,Hall 12 / A12,glasstec2026.3068476,9c7ypHO5TMK5gVEbFy3xIw
Orrion Chemicals Orgaform SAS,France,Semoy,Hall 13 / B80,glasstec2026.3078392,WSGjOCP4TqeQ6ixdFYINxw
"PaneraTech, Inc.",USA,"Fairfax, VA",Hall 15 / C63,glasstec2026.3063192,uDelm058S12OUJia5wFINg
PANINI SRL,Italy,Maranello (MO),Hall 15 / G52,glasstec2026.3067864,gohce35eREGSjjsg6NFzeQ
"PANJIN TRUSPACER INSULATING GLASS MATERIAL CO., LTD.",China,Panjin,Hall 17 / B18,glasstec2026.3050168,oMGnKSHvSkudt3To1muhHw
Parkinson-Spencer Refractories Ltd.,United Kingdom of Great Britain and Northern Ireland,Halifax,Hall 13 / A22,glasstec2026.3061109,rjdAohyRQvy6qMMGSA8aUA
Pauli + Sohn GmbH,Germany,Waldbröl,Hall 11 / G62,glasstec2026.3075689,O5kamNhXQWCU9pOUMAcM5g
"PAVIGLASS TECHNOLOGY CO., LTD",China,"Luoyang, Henan",Hall 11 / G83,glasstec2026.3054055,onNY81QuRXScv1jZ6oOpgQ
Pellini S.p.A.,Italy,Codogno (LO),Hall 11 / G27,glasstec2026.3083511,iATCGPmJTPyk0GRJaT4DaQ
Pellini S.p.A.,Italy,Codogno (LO),Hall 11 / C68,glasstec2026.3054958,cDFprfRsQC6rEstFqa95eA
Pemat Mischtechnik GmbH,Germany,Freisbach,Hall 15 / G58,glasstec2026.3058561,2sxntSlvTz2e6DYUPW1L7A
PEMCO International,Italy,Cambiago,Hall 12 / D19,glasstec2026.3058542,vmUbrM8iQLiqASOzvNO2Dg
PEMCO Italy SRL,Italy,Cambiago,Hall 12 / D19,glasstec2026.3058542,vmUbrM8iQLiqASOzvNO2Dg
Pennine Industrial Equipment Ltd,United Kingdom of Great Britain and Northern Ireland,"Huddersfield, West Yorkshire",Hall 13 / C43,glasstec2026.3072346,VsWEXSouQUevuD5RJDVwvw
PERDESAN JALUZİ CAM SANAYİ TİCARET ANONİM ŞİRKETİ,Türkiye,Antalya,Hall 11 / D78,glasstec2026.3063270,jI4o2aJhRLCCgT5HRF1VoA
Peyer Decor AG,Switzerland,Lengnau,Hall 12 / C26,glasstec2026.3052950,j4gbeRqPQPCkW9OhK2AYlA
PHASICS SA,France,Saint Aubin,Hall 14 / A17,glasstec2026.3059482,HhwsLrIVTciP8B6HkqRkTQ
Phoenix Award Committee Zippe Industrieanlagen GmbH,Germany,Wertheim,Hall 16 / D49,glasstec2026.3072351,GHJiJkSGQLSkt8KiR8LqgQ
Pieper GmbH,Germany,Schwerte,Hall 14 / E60,glasstec2026.3054549,7zYcVtTLSoyB5mMRZEwA6A
Pietro Bonaiti Srl,Italy,Lecco,Hall 13 / E65,glasstec2026.3051204,fNJBf3I1TAmelV1f3J30Kg
Pilkington Italia S.p.A.,Italy,Venezia,Hall 10 / K15,glasstec2026.3050698,4Cts74Z3THK0j0UcmrRYJw
PKI Teplotechna Brno spol. s r.o.,Czechia,Brno,Hall 11 / G80,glasstec2026.3078390,qi0trIcmT0ytVeFBZ8lgLg
PLANET CERAMICA PRIVATE LIMITED,India,Hyderabad,Hall 15 / C55,glasstec2026.3074261,zFSVmiZ4Seq6tdTAVUdFYg
Plansee SE,Austria,Reutte,Hall 13 / C56,glasstec2026.3050239,61eJhO26R4mJCYZh0lApxg
Pneumofore S.p.A.,Italy,Rivoli (TO),Hall 13 / A60,glasstec2026.3050262,T7sTwS30QCq6D80qy93x8g
"Poço - Equipamentos Industriais, S.A",Portugal,Leiria,Hall 15 / F36,glasstec2026.3059250,xBkf1vNgSBuWzWspRUxhpA
"Polpur, spol. s r.o.",Czechia,Turnov,Hall 11 / G80,glasstec2026.3078212,BMEQh6E0TnO5LRR5HtZBDA
POMDI - Herramientas de Diamante S.A.,Spain,Meco (Madrid),Hall 15 / D13,glasstec2026.3050182,fk0qG6weSj6rQzKNpOGPtw
PPH Oksan Andrzej Tabala,Poland,Lubartów,Hall 17 / D23,glasstec2026.3063611,XHpf7FQaQyGwShRzyJUXFA
PR Electronics GmbH,Germany,Oberhausen,Hall 14 / E02,glasstec2026.3077324,6QG5CsJUSciWrDG8Lq3d0Q
Pram srl,Italy,Vetto,Hall 15 / E56,glasstec2026.3077178,TYMaC7WgTAmU73ZU2ZRw1A
PRC Laser Technologies BV,Belgium,Oudenaarde,Hall 11 / E24,glasstec2026.3064068,6cxzXFH7QSeI5lCXicpKjQ
Preciosa a.s.,Czechia,Jablonec Nad Nisou,Hall 11 / G80,glasstec2026.3081035,9ayjYjPJQ2CVMADaxfiJTw
Precitec Optronik GmbH,Germany,Neu-Isenburg,Hall 14 / C19,glasstec2026.3054256,OAFLMmhjRCieYKgf0jTUYw
PRINT - ­GLASS PIOTR SYPEK JDG,Poland,Częstochowa,Hall 10 / G60,glasstec2026.3061553,oLxDH1lgRdenpGmeIPjeYg
PRISM JOHNSON Ltd.,India,Dewas,Hall 12 / F06,glasstec2026.3082154,Pc4hh6DLRbidGeVddbOuQQ
Pro-Sight Ltd.,United Kingdom of Great Britain and Northern Ireland,Hoyland,Hall 14 / G03,glasstec2026.3061101,YcS7ybp2SPylJSblX1CL0Q
"PRODIAMONDS HARDWARE CO., LTD",China,"Jiangmen, Guangdong",Hall 11 / A80,glasstec2026.3055788,AJixglWlTRebF5DGLeXigA
Prodim International B.V.,Netherlands,Helmond,Hall 14 / C39,glasstec2026.3050209,tVTqSD4ESouLdpYVv7l5KA
Profilglass S.p.A.,Italy,Bellocchi di Fano (PU),Hall 16 / A40,glasstec2026.3063620,8deS2wuoQYq990F1QCAEfw
Pröll GmbH,Germany,Weißenburg,Hall 12 / G32-2,glasstec2026.3073591,fbSNaI7lT6qPBEcSIGRtuQ
promeos GmbH,Germany,Nürnberg,Hall 10 / H53,glasstec2026.3068475,HX96wQXiSSGUCa5BeBhizg
"PROPORCION 3, S.A.",Spain,Barcelona,Hall 15 / D16,glasstec2026.3051202,JqzvYpQiQbmuHZvkyxehCg
pusula dekoratif imalat. san.tic.ltd.şti.,Türkiye,Istanbul,Hall 10 / H37,glasstec2026.3064450,mbp4M22CTWyZTnzP0US9yg
Putsch GmbH & Co. KG,Germany,Hagen,Hall 13 / B36,glasstec2026.3050054,9XHN4pI8S3uHicpyQzt0rA
PVAG water systems GmbH,Germany,Jülich,Hall 13 / B32,glasstec2026.3075753,9QyNFu6USzGXYlfwWq79qQ
Pyrotek Inc.,Germany,Grevenbroich,Hall 13 / B42,glasstec2026.3058606,dOan57UdSgqJrWy0LyOPTg
"Qingdao Caitian Industrial Materials Co., Ltd.",China,Qingdao,Hall 11 / E83,glasstec2026.3054974,aQ2Nlew0R4CjpOYO3qsMww
"Qingdao Dinganda Machinery Co.,Ltd.",China,"Qingdao, Shandong",Hall 11 / A88-9,glasstec2026.3078524,Ad66IANnQOiqPK1gFlAXYQ
"Qingdao Doterra Glass Co.,Ltd",China,"Qingdao, Shandong",Hall 10 / F04-5,glasstec2026.3078169,PuPZ2ClsSlq2QhpXDy2Yyw
"Qingdao Freddy Glass Co., Ltd.",China,"Qingdao, Shandong",Hall 11 / A88-3,glasstec2026.3078654,xjZysuVaTc2IG8hjZVoAnw
"QINGDAO FULIDA GLASS CO.,LTD",China,Qingdao,Hall 12 / D85-4,glasstec2026.3080162,lL8dSVMFRWue1rx2YEuNTg
"Qingdao Globalstar Glass Co., Ltd.",China,"Qingdao, Shandong",Hall 11 / C12,glasstec2026.3067449,NMGUYBPrSpuEbJgUsmaqGQ
"Qingdao Glorious Future Energy-Saving Glass Co., Ltd.",China,Qingdao,Hall 10 / A82,glasstec2026.3061630,V8ftWZRCQSmWn4D07Pntmw
"Qingdao Haisen Glass Co., Ltd",China,"Qingdao, Shandong",Hall 10 / G10-3,glasstec2026.3078723,qVIBHC2rTrmR8pfbjYnysg
"QINGDAO HEXAD GLASS CO,.LTD.",China,"Qingdao City, Shandong",Hall 10 / B72,glasstec2026.3052729,9YKHjFYITlCHgqXCNnhPzQ
"Qingdao Hongxiang Fanyu Trading Co., Ltd",China,"Qingdao, Shandong",Hall 10 / G10-8,glasstec2026.3078501,LoeHpT9dQ4Ciq4TdZUR5QQ
"Qingdao Jiahua Plastics Co., Ltd.",China,"Qingdao, Shandong",Hall 11 / B12,glasstec2026.3054065,M6dVhueRSdGxHlGEaJZFbA
"Qingdao Jinfer International Co., Ltd.",China,Qingdao,Hall 10 / D10,glasstec2026.3052709,XZpRDlZTSlGdYyOCkxsJQA
"Qingdao Jinjing Co., Ltd.",China,Qingdao,Hall 10 / E37,glasstec2026.3052711,6B9cctDwSMyDT8nOdFWFWQ
"QINGDAO JINUO NEW MATERIALS CO., LTD.",China,"Qingdao, Shandong",Hall 15 / G14,glasstec2026.3063197,3wunLIdZRsevRQaN7e5jRA
"Qingdao Joyo Changshun Trading Co.,Ltd",China,Qingdao,Hall 10 / K12,glasstec2026.3054058,FL3URDGxRZq7Q3da9Ovavw
"QINGDAO KINGDELE GLASS CO., LTD",China,Qingdao,Hall 11 / H74,glasstec2026.3064554,66IRuNOTSMeG6iFyDRaZBg
"QINGDAO KINGSTONE GLASS PRODUCT CO., LTD",China,"Qingdao, Shandong",Hall 11 / J58,glasstec2026.3054082,hCI64favSfabok1OnNlLIg
"Qingdao Lanmo Group Co.,Ltd",China,"Qingdao, Shandong",Hall 11 / A88-7,glasstec2026.3080146,tG8YKZCRSf2rlw1OmlOptA
"Qingdao Lanmo Group Co.,Ltd",China,"Qingdao, Shandong",Hall 10 / G42,glasstec2026.3082124,Ggi4afwPSUqy7pgzE93gMQ
"Qingdao Laurel Glass Technology Co.,Ltd.",China,Qingdao,Hall 11 / F78,glasstec2026.3055785,0vkmtosjRb2j1Zaf30vcPA
"Qingdao Leader Glass Co., Ltd.",China,"Xinlian Tiandi, Qingdao",Hall 10 / G04-5,glasstec2026.3078508,r6vPjrLvRm6iJeuASq0r1A
"QINGDAO NOVAL GLASS CO., LTD",China,Qingdao,Hall 10 / B81,glasstec2026.3067407,pP1kwkm3SgiTsgR6By73qQ
"Qingdao NPA Industry Co., Ltd.",China,Qingdao,Hall 12 / A14,glasstec2026.3061619,wQjxJWX0TQG1hm4VPEz0Gg
"QingDao PMIXERS Machinery Co.,Ltd.",China,"Qingdao, Shandong",Hall 15 / C17,glasstec2026.3053551,c1xQyInORSWo0fRmRFhwLQ
"Qingdao Rise Glass Technology Co., Ltd",China,"Qingdao City, Shandong",Hall 10 / D08,glasstec2026.3052720,Pm34pSZIRfmYwXT6ecwAeQ
"Qingdao Shinerising Glass Co.,Ltd",China,"Qingdao, Shandong",Hall 11 / C14,glasstec2026.3054068,LynIAPtXTKWEern6enZ13w
"Qingdao Sishi New Materials Co.,Ltd.",China,"Qingdao, Shandong",Hall 14 / G60,glasstec2026.3056917,TDtCfAIXT36ZESHLc1rmUg
"Qingdao Tome International Co., Ltd.",China,Qingdao,Hall 10 / K28,glasstec2026.3056022,WNlIyJHATZymu7K2VISy0w
"QINGDAO UNIVERS GLASS CO., LTD.",China,"Qingdao, Shandong",Hall 10 / G10-15,glasstec2026.3078187,wwuM6us6TYuofBQ3VCrf0A
"QINGDAO YUYIN GLASS CO.,LTD.",China,Qingdao,Hall 10 / G53,glasstec2026.3052712,UFkp4fVmSeuqgn9rOyZLgw
Qinhuangdao Glass Industry Research and Design Institute Company Limited,China,"Qinhuangdao, Hebei",Hall 13 / F19,glasstec2026.3064235,6NNrMTokRtCnbXoMvxSg7Q
"Quantum Engineered Products, Inc.",USA,"Saxonburg, PA",Hall 13 / C43,glasstec2026.3072344,fgynj1hnTcWnC5zaTfLLCg
